sender_id,session_idx,marker,event_idx,num_preceding_user_turns
default,0,marker_goal_provided,23,3
default,0,marker_goal_provided,24,4
default,0,marker_goal_provided,25,4
default,0,marker_goal_provided,26,4
default,0,marker_goal_provided,27,4
default,0,marker_goal_provided,28,4
default,0,marker_goal_provided,29,4
default,0,marker_goal_provided,30,4
default,0,marker_goal_provided,31,4
default,0,marker_goal_provided,32,5
default,0,marker_goal_provided,33,5
default,0,marker_goal_provided,34,5
default,0,marker_goal_provided,35,5
default,0,marker_goal_provided,36,5
default,0,marker_goal_provided,37,5
default,0,marker_goal_provided,38,5
default,0,marker_goal_provided,39,5
default,0,marker_goal_provided,40,6
default,0,marker_goal_provided,41,6
default,0,marker_goal_provided,42,6
default,0,marker_goal_provided,43,6
default,0,marker_goal_provided,44,6
default,0,marker_goal_provided,45,6
default,0,marker_goal_provided,46,6
default,0,marker_goal_provided,47,6
default,0,marker_goal_provided,48,7
default,0,marker_goal_provided,49,7
default,0,marker_goal_provided,50,7
default,0,marker_goal_provided,51,7
default,0,marker_goal_provided,52,7
default,0,marker_goal_provided,53,7
default,0,marker_goal_provided,54,7
default,0,marker_goal_provided,55,7
default,0,marker_goal_provided,56,7
default,0,marker_goal_provided,57,7
default,0,marker_goal_provided,58,7
default,0,marker_goal_provided,59,7
default,0,marker_goal_provided,60,7
default,0,marker_goal_provided,61,7
default,0,marker_goal_provided,62,8
default,0,marker_goal_provided,63,8
default,0,marker_goal_provided,64,8
default,0,marker_goal_provided,65,8
default,0,marker_goal_provided,66,8
default,0,marker_goal_provided,67,8
default,0,marker_goal_provided,68,8
default,0,marker_goal_provided,69,8
default,0,marker_goal_provided,70,9
default,0,marker_goal_provided,71,9
default,0,marker_goal_provided,72,9
default,0,marker_goal_provided,73,9
default,0,marker_goal_provided,74,9
default,0,marker_goal_provided,75,9
default,0,marker_goal_provided,76,9
default,0,marker_goal_provided,77,9
default,0,marker_goal_provided,78,10
default,0,marker_goal_provided,79,10
default,0,marker_goal_provided,80,10
default,0,marker_goal_provided,81,10
default,0,marker_goal_provided,82,10
default,0,marker_goal_provided,83,10
default,0,marker_goal_provided,84,10
default,0,marker_goal_provided,85,10
default,0,marker_goal_provided,86,10
default,0,marker_goal_provided,87,11
default,0,marker_goal_provided,88,11
default,0,marker_goal_provided,89,11
default,0,marker_goal_provided,90,11
default,0,marker_goal_provided,91,11
default,0,marker_goal_provided,92,11
default,0,marker_goal_provided,93,11
default,0,marker_goal_provided,94,11
default,0,marker_goal_provided,95,11
default,0,marker_goal_provided,96,12
default,0,marker_goal_provided,97,12
default,0,marker_goal_provided,98,12
default,0,marker_goal_provided,99,12
default,0,marker_goal_provided,100,12
default,0,marker_goal_provided,101,12
default,0,marker_goal_provided,102,12
default,0,marker_goal_provided,103,12
default,0,marker_goal_provided,104,12
default,0,marker_goal_provided,105,12
default,0,marker_goal_provided,106,12
default,0,marker_goal_provided,107,12
default,0,marker_goal_provided,108,12
default,0,marker_allergens_provided,40,6
default,0,marker_allergens_provided,41,6
default,0,marker_allergens_provided,42,6
default,0,marker_allergens_provided,43,6
default,0,marker_allergens_provided,44,6
default,0,marker_allergens_provided,45,6
default,0,marker_allergens_provided,46,6
default,0,marker_allergens_provided,47,6
default,0,marker_allergens_provided,48,7
default,0,marker_allergens_provided,49,7
default,0,marker_allergens_provided,50,7
default,0,marker_allergens_provided,51,7
default,0,marker_allergens_provided,52,7
default,0,marker_allergens_provided,53,7
default,0,marker_allergens_provided,54,7
default,0,marker_allergens_provided,55,7
default,0,marker_allergens_provided,56,7
default,0,marker_allergens_provided,57,7
default,0,marker_allergens_provided,58,7
default,0,marker_allergens_provided,59,7
default,0,marker_allergens_provided,60,7
default,0,marker_allergens_provided,61,7
default,0,marker_allergens_provided,62,8
default,0,marker_allergens_provided,63,8
default,0,marker_allergens_provided,64,8
default,0,marker_allergens_provided,65,8
default,0,marker_allergens_provided,66,8
default,0,marker_allergens_provided,67,8
default,0,marker_allergens_provided,68,8
default,0,marker_allergens_provided,69,8
default,0,marker_allergens_provided,70,9
default,0,marker_allergens_provided,71,9
default,0,marker_allergens_provided,72,9
default,0,marker_allergens_provided,73,9
default,0,marker_allergens_provided,74,9
default,0,marker_allergens_provided,75,9
default,0,marker_allergens_provided,76,9
default,0,marker_allergens_provided,77,9
default,0,marker_allergens_provided,78,10
default,0,marker_allergens_provided,79,10
default,0,marker_allergens_provided,80,10
default,0,marker_allergens_provided,81,10
default,0,marker_allergens_provided,82,10
default,0,marker_allergens_provided,83,10
default,0,marker_allergens_provided,84,10
default,0,marker_allergens_provided,85,10
default,0,marker_allergens_provided,86,10
default,0,marker_allergens_provided,87,11
default,0,marker_allergens_provided,88,11
default,0,marker_allergens_provided,89,11
default,0,marker_allergens_provided,90,11
default,0,marker_allergens_provided,91,11
default,0,marker_allergens_provided,92,11
default,0,marker_allergens_provided,93,11
default,0,marker_allergens_provided,94,11
default,0,marker_allergens_provided,95,11
default,0,marker_allergens_provided,96,12
default,0,marker_allergens_provided,97,12
default,0,marker_allergens_provided,98,12
default,0,marker_allergens_provided,99,12
default,0,marker_allergens_provided,100,12
default,0,marker_allergens_provided,101,12
default,0,marker_allergens_provided,102,12
default,0,marker_allergens_provided,103,12
default,0,marker_allergens_provided,104,12
default,0,marker_allergens_provided,105,12
default,0,marker_allergens_provided,106,12
default,0,marker_allergens_provided,107,12
default,0,marker_allergens_provided,108,12
default,0,marker_height_provided,48,7
default,0,marker_height_provided,49,7
default,0,marker_height_provided,50,7
default,0,marker_height_provided,51,7
default,0,marker_height_provided,52,7
default,0,marker_height_provided,53,7
default,0,marker_height_provided,54,7
default,0,marker_height_provided,55,7
default,0,marker_height_provided,56,7
default,0,marker_height_provided,57,7
default,0,marker_height_provided,58,7
default,0,marker_height_provided,59,7
default,0,marker_height_provided,60,7
default,0,marker_height_provided,61,7
default,0,marker_height_provided,62,8
default,0,marker_height_provided,63,8
default,0,marker_height_provided,64,8
default,0,marker_height_provided,65,8
default,0,marker_height_provided,66,8
default,0,marker_height_provided,67,8
default,0,marker_height_provided,68,8
default,0,marker_height_provided,69,8
default,0,marker_height_provided,70,9
default,0,marker_height_provided,71,9
default,0,marker_height_provided,72,9
default,0,marker_height_provided,73,9
default,0,marker_height_provided,74,9
default,0,marker_height_provided,75,9
default,0,marker_height_provided,76,9
default,0,marker_height_provided,77,9
default,0,marker_height_provided,78,10
default,0,marker_height_provided,79,10
default,0,marker_height_provided,80,10
default,0,marker_height_provided,81,10
default,0,marker_height_provided,82,10
default,0,marker_height_provided,83,10
default,0,marker_height_provided,84,10
default,0,marker_height_provided,85,10
default,0,marker_height_provided,86,10
default,0,marker_height_provided,87,11
default,0,marker_height_provided,88,11
default,0,marker_height_provided,89,11
default,0,marker_height_provided,90,11
default,0,marker_height_provided,91,11
default,0,marker_height_provided,92,11
default,0,marker_height_provided,93,11
default,0,marker_height_provided,94,11
default,0,marker_height_provided,95,11
default,0,marker_height_provided,96,12
default,0,marker_height_provided,97,12
default,0,marker_height_provided,98,12
default,0,marker_height_provided,99,12
default,0,marker_height_provided,100,12
default,0,marker_height_provided,101,12
default,0,marker_height_provided,102,12
default,0,marker_height_provided,103,12
default,0,marker_height_provided,104,12
default,0,marker_height_provided,105,12
default,0,marker_height_provided,106,12
default,0,marker_height_provided,107,12
default,0,marker_height_provided,108,12
default,0,marker_weight_provided,49,7
default,0,marker_weight_provided,50,7
default,0,marker_weight_provided,51,7
default,0,marker_weight_provided,52,7
default,0,marker_weight_provided,53,7
default,0,marker_weight_provided,54,7
default,0,marker_weight_provided,62,8
default,0,marker_weight_provided,63,8
default,0,marker_weight_provided,64,8
default,0,marker_weight_provided,65,8
default,0,marker_weight_provided,66,8
default,0,marker_weight_provided,67,8
default,0,marker_weight_provided,68,8
default,0,marker_weight_provided,69,8
default,0,marker_weight_provided,70,9
default,0,marker_weight_provided,71,9
default,0,marker_weight_provided,72,9
default,0,marker_weight_provided,73,9
default,0,marker_weight_provided,74,9
default,0,marker_weight_provided,75,9
default,0,marker_weight_provided,76,9
default,0,marker_weight_provided,77,9
default,0,marker_weight_provided,78,10
default,0,marker_weight_provided,79,10
default,0,marker_weight_provided,80,10
default,0,marker_weight_provided,81,10
default,0,marker_weight_provided,82,10
default,0,marker_weight_provided,83,10
default,0,marker_weight_provided,84,10
default,0,marker_weight_provided,85,10
default,0,marker_weight_provided,86,10
default,0,marker_weight_provided,87,11
default,0,marker_weight_provided,88,11
default,0,marker_weight_provided,89,11
default,0,marker_weight_provided,90,11
default,0,marker_weight_provided,91,11
default,0,marker_weight_provided,92,11
default,0,marker_weight_provided,93,11
default,0,marker_weight_provided,94,11
default,0,marker_weight_provided,95,11
default,0,marker_weight_provided,96,12
default,0,marker_weight_provided,97,12
default,0,marker_weight_provided,98,12
default,0,marker_weight_provided,99,12
default,0,marker_weight_provided,100,12
default,0,marker_weight_provided,101,12
default,0,marker_weight_provided,102,12
default,0,marker_weight_provided,103,12
default,0,marker_weight_provided,104,12
default,0,marker_weight_provided,105,12
default,0,marker_weight_provided,106,12
default,0,marker_weight_provided,107,12
default,0,marker_weight_provided,108,12
default,0,marker_age_provided,50,7
default,0,marker_age_provided,51,7
default,0,marker_age_provided,52,7
default,0,marker_age_provided,53,7
default,0,marker_age_provided,54,7
default,0,marker_age_provided,55,7
default,0,marker_age_provided,56,7
default,0,marker_age_provided,57,7
default,0,marker_age_provided,58,7
default,0,marker_age_provided,59,7
default,0,marker_age_provided,60,7
default,0,marker_age_provided,61,7
default,0,marker_age_provided,62,8
default,0,marker_age_provided,63,8
default,0,marker_age_provided,64,8
default,0,marker_age_provided,65,8
default,0,marker_age_provided,66,8
default,0,marker_age_provided,67,8
default,0,marker_age_provided,68,8
default,0,marker_age_provided,69,8
default,0,marker_age_provided,70,9
default,0,marker_age_provided,71,9
default,0,marker_age_provided,72,9
default,0,marker_age_provided,73,9
default,0,marker_age_provided,74,9
default,0,marker_age_provided,75,9
default,0,marker_age_provided,76,9
default,0,marker_age_provided,77,9
default,0,marker_age_provided,78,10
default,0,marker_age_provided,79,10
default,0,marker_age_provided,80,10
default,0,marker_age_provided,81,10
default,0,marker_age_provided,82,10
default,0,marker_age_provided,83,10
default,0,marker_age_provided,84,10
default,0,marker_age_provided,85,10
default,0,marker_age_provided,86,10
default,0,marker_age_provided,87,11
default,0,marker_age_provided,88,11
default,0,marker_age_provided,89,11
default,0,marker_age_provided,90,11
default,0,marker_age_provided,91,11
default,0,marker_age_provided,92,11
default,0,marker_age_provided,93,11
default,0,marker_age_provided,94,11
default,0,marker_age_provided,95,11
default,0,marker_age_provided,96,12
default,0,marker_age_provided,97,12
default,0,marker_age_provided,98,12
default,0,marker_age_provided,99,12
default,0,marker_age_provided,100,12
default,0,marker_age_provided,101,12
default,0,marker_age_provided,102,12
default,0,marker_age_provided,103,12
default,0,marker_age_provided,104,12
default,0,marker_age_provided,105,12
default,0,marker_age_provided,106,12
default,0,marker_age_provided,107,12
default,0,marker_age_provided,108,12
default,0,marker_gender_provided,51,7
default,0,marker_gender_provided,52,7
default,0,marker_gender_provided,53,7
default,0,marker_gender_provided,54,7
default,0,marker_gender_provided,55,7
default,0,marker_gender_provided,56,7
default,0,marker_gender_provided,57,7
default,0,marker_gender_provided,58,7
default,0,marker_gender_provided,59,7
default,0,marker_gender_provided,60,7
default,0,marker_gender_provided,61,7
default,0,marker_gender_provided,62,8
default,0,marker_gender_provided,63,8
default,0,marker_gender_provided,64,8
default,0,marker_gender_provided,65,8
default,0,marker_gender_provided,66,8
default,0,marker_gender_provided,67,8
default,0,marker_gender_provided,68,8
default,0,marker_gender_provided,69,8
default,0,marker_gender_provided,70,9
default,0,marker_gender_provided,71,9
default,0,marker_gender_provided,72,9
default,0,marker_gender_provided,73,9
default,0,marker_gender_provided,74,9
default,0,marker_gender_provided,75,9
default,0,marker_gender_provided,76,9
default,0,marker_gender_provided,77,9
default,0,marker_gender_provided,78,10
default,0,marker_gender_provided,79,10
default,0,marker_gender_provided,80,10
default,0,marker_gender_provided,81,10
default,0,marker_gender_provided,82,10
default,0,marker_gender_provided,83,10
default,0,marker_gender_provided,84,10
default,0,marker_gender_provided,85,10
default,0,marker_gender_provided,86,10
default,0,marker_gender_provided,87,11
default,0,marker_gender_provided,88,11
default,0,marker_gender_provided,89,11
default,0,marker_gender_provided,90,11
default,0,marker_gender_provided,91,11
default,0,marker_gender_provided,92,11
default,0,marker_gender_provided,93,11
default,0,marker_gender_provided,94,11
default,0,marker_gender_provided,95,11
default,0,marker_gender_provided,96,12
default,0,marker_gender_provided,97,12
default,0,marker_gender_provided,98,12
default,0,marker_gender_provided,99,12
default,0,marker_gender_provided,100,12
default,0,marker_gender_provided,101,12
default,0,marker_gender_provided,102,12
default,0,marker_gender_provided,103,12
default,0,marker_gender_provided,104,12
default,0,marker_gender_provided,105,12
default,0,marker_gender_provided,106,12
default,0,marker_gender_provided,107,12
default,0,marker_gender_provided,108,12
default,0,marker_activity_level_provided,70,9
default,0,marker_activity_level_provided,71,9
default,0,marker_activity_level_provided,72,9
default,0,marker_activity_level_provided,73,9
default,0,marker_activity_level_provided,74,9
default,0,marker_activity_level_provided,75,9
default,0,marker_activity_level_provided,76,9
default,0,marker_activity_level_provided,77,9
default,0,marker_activity_level_provided,78,10
default,0,marker_activity_level_provided,79,10
default,0,marker_activity_level_provided,80,10
default,0,marker_activity_level_provided,81,10
default,0,marker_activity_level_provided,82,10
default,0,marker_activity_level_provided,83,10
default,0,marker_activity_level_provided,84,10
default,0,marker_activity_level_provided,85,10
default,0,marker_activity_level_provided,86,10
default,0,marker_activity_level_provided,87,11
default,0,marker_activity_level_provided,88,11
default,0,marker_activity_level_provided,89,11
default,0,marker_activity_level_provided,90,11
default,0,marker_activity_level_provided,91,11
default,0,marker_activity_level_provided,92,11
default,0,marker_activity_level_provided,93,11
default,0,marker_activity_level_provided,94,11
default,0,marker_activity_level_provided,95,11
default,0,marker_activity_level_provided,96,12
default,0,marker_activity_level_provided,97,12
default,0,marker_activity_level_provided,98,12
default,0,marker_activity_level_provided,99,12
default,0,marker_activity_level_provided,100,12
default,0,marker_activity_level_provided,101,12
default,0,marker_activity_level_provided,102,12
default,0,marker_activity_level_provided,103,12
default,0,marker_activity_level_provided,104,12
default,0,marker_activity_level_provided,105,12
default,0,marker_activity_level_provided,106,12
default,0,marker_activity_level_provided,107,12
default,0,marker_activity_level_provided,108,12
default,0,marker_diet_expressed,23,3
default,0,marker_goal_expressed,15,2
default,0,marker_no_greeting,3,0
default,0,marker_generate_diet_attempted,102,12
ZdZ1JQADfkDCtJ_mYibH7g9Qx_XcBdZJQ2RE,0,marker_diet_provided,18,3
ZdZ1JQADfkDCtJ_mYibH7g9Qx_XcBdZJQ2RE,0,marker_diet_provided,19,3
ZdZ1JQADfkDCtJ_mYibH7g9Qx_XcBdZJQ2RE,0,marker_diet_provided,20,3
ZdZ1JQADfkDCtJ_mYibH7g9Qx_XcBdZJQ2RE,0,marker_diet_provided,21,3
ZdZ1JQADfkDCtJ_mYibH7g9Qx_XcBdZJQ2RE,0,marker_diet_provided,22,3
ZdZ1JQADfkDCtJ_mYibH7g9Qx_XcBdZJQ2RE,0,marker_diet_provided,23,3
ZdZ1JQADfkDCtJ_mYibH7g9Qx_XcBdZJQ2RE,0,marker_diet_provided,24,3
ZdZ1JQADfkDCtJ_mYibH7g9Qx_XcBdZJQ2RE,0,marker_diet_provided,25,3
ZdZ1JQADfkDCtJ_mYibH7g9Qx_XcBdZJQ2RE,0,marker_diet_provided,26,4
ZdZ1JQADfkDCtJ_mYibH7g9Qx_XcBdZJQ2RE,0,marker_diet_provided,27,4
ZdZ1JQADfkDCtJ_mYibH7g9Qx_XcBdZJQ2RE,0,marker_diet_provided,28,4
ZdZ1JQADfkDCtJ_mYibH7g9Qx_XcBdZJQ2RE,0,marker_diet_provided,29,4
ZdZ1JQADfkDCtJ_mYibH7g9Qx_XcBdZJQ2RE,0,marker_diet_provided,30,4
ZdZ1JQADfkDCtJ_mYibH7g9Qx_XcBdZJQ2RE,0,marker_diet_provided,31,4
ZdZ1JQADfkDCtJ_mYibH7g9Qx_XcBdZJQ2RE,0,marker_diet_provided,32,4
ZdZ1JQADfkDCtJ_mYibH7g9Qx_XcBdZJQ2RE,0,marker_diet_provided,33,4
ZdZ1JQADfkDCtJ_mYibH7g9Qx_XcBdZJQ2RE,0,marker_diet_provided,34,4
ZdZ1JQADfkDCtJ_mYibH7g9Qx_XcBdZJQ2RE,0,marker_diet_provided,35,4
ZdZ1JQADfkDCtJ_mYibH7g9Qx_XcBdZJQ2RE,0,marker_diet_provided,36,5
ZdZ1JQADfkDCtJ_mYibH7g9Qx_XcBdZJQ2RE,0,marker_diet_provided,37,5
ZdZ1JQADfkDCtJ_mYibH7g9Qx_XcBdZJQ2RE,0,marker_diet_provided,38,5
ZdZ1JQADfkDCtJ_mYibH7g9Qx_XcBdZJQ2RE,0,marker_diet_provided,39,5
ZdZ1JQADfkDCtJ_mYibH7g9Qx_XcBdZJQ2RE,0,marker_diet_provided,40,5
ZdZ1JQADfkDCtJ_mYibH7g9Qx_XcBdZJQ2RE,0,marker_diet_provided,41,5
ZdZ1JQADfkDCtJ_mYibH7g9Qx_XcBdZJQ2RE,0,marker_diet_provided,42,5
ZdZ1JQADfkDCtJ_mYibH7g9Qx_XcBdZJQ2RE,0,marker_diet_provided,43,5
ZdZ1JQADfkDCtJ_mYibH7g9Qx_XcBdZJQ2RE,0,marker_diet_provided,44,5
ZdZ1JQADfkDCtJ_mYibH7g9Qx_XcBdZJQ2RE,0,marker_diet_provided,45,5
ZdZ1JQADfkDCtJ_mYibH7g9Qx_XcBdZJQ2RE,0,marker_diet_provided,46,6
ZdZ1JQADfkDCtJ_mYibH7g9Qx_XcBdZJQ2RE,0,marker_diet_provided,47,6
ZdZ1JQADfkDCtJ_mYibH7g9Qx_XcBdZJQ2RE,0,marker_diet_provided,48,6
ZdZ1JQADfkDCtJ_mYibH7g9Qx_XcBdZJQ2RE,0,marker_diet_provided,49,6
ZdZ1JQADfkDCtJ_mYibH7g9Qx_XcBdZJQ2RE,0,marker_diet_provided,50,6
ZdZ1JQADfkDCtJ_mYibH7g9Qx_XcBdZJQ2RE,0,marker_diet_provided,51,6
ZdZ1JQADfkDCtJ_mYibH7g9Qx_XcBdZJQ2RE,0,marker_diet_provided,52,6
ZdZ1JQADfkDCtJ_mYibH7g9Qx_XcBdZJQ2RE,0,marker_diet_provided,53,6
ZdZ1JQADfkDCtJ_mYibH7g9Qx_XcBdZJQ2RE,0,marker_diet_provided,54,6
ZdZ1JQADfkDCtJ_mYibH7g9Qx_XcBdZJQ2RE,0,marker_diet_provided,55,6
ZdZ1JQADfkDCtJ_mYibH7g9Qx_XcBdZJQ2RE,0,marker_diet_provided,56,7
ZdZ1JQADfkDCtJ_mYibH7g9Qx_XcBdZJQ2RE,0,marker_diet_provided,57,7
ZdZ1JQADfkDCtJ_mYibH7g9Qx_XcBdZJQ2RE,0,marker_diet_provided,58,7
ZdZ1JQADfkDCtJ_mYibH7g9Qx_XcBdZJQ2RE,0,marker_diet_provided,59,7
ZdZ1JQADfkDCtJ_mYibH7g9Qx_XcBdZJQ2RE,0,marker_diet_provided,60,7
ZdZ1JQADfkDCtJ_mYibH7g9Qx_XcBdZJQ2RE,0,marker_diet_provided,61,7
ZdZ1JQADfkDCtJ_mYibH7g9Qx_XcBdZJQ2RE,0,marker_diet_provided,62,7
ZdZ1JQADfkDCtJ_mYibH7g9Qx_XcBdZJQ2RE,0,marker_diet_provided,63,7
ZdZ1JQADfkDCtJ_mYibH7g9Qx_XcBdZJQ2RE,0,marker_diet_provided,64,8
ZdZ1JQADfkDCtJ_mYibH7g9Qx_XcBdZJQ2RE,0,marker_diet_provided,65,8
ZdZ1JQADfkDCtJ_mYibH7g9Qx_XcBdZJQ2RE,0,marker_diet_provided,66,8
ZdZ1JQADfkDCtJ_mYibH7g9Qx_XcBdZJQ2RE,0,marker_diet_provided,67,8
ZdZ1JQADfkDCtJ_mYibH7g9Qx_XcBdZJQ2RE,0,marker_diet_provided,68,8
ZdZ1JQADfkDCtJ_mYibH7g9Qx_XcBdZJQ2RE,0,marker_diet_provided,69,8
ZdZ1JQADfkDCtJ_mYibH7g9Qx_XcBdZJQ2RE,0,marker_diet_provided,70,8
ZdZ1JQADfkDCtJ_mYibH7g9Qx_XcBdZJQ2RE,0,marker_diet_provided,71,8
ZdZ1JQADfkDCtJ_mYibH7g9Qx_XcBdZJQ2RE,0,marker_diet_provided,72,9
ZdZ1JQADfkDCtJ_mYibH7g9Qx_XcBdZJQ2RE,0,marker_diet_provided,73,9
ZdZ1JQADfkDCtJ_mYibH7g9Qx_XcBdZJQ2RE,0,marker_diet_provided,74,9
ZdZ1JQADfkDCtJ_mYibH7g9Qx_XcBdZJQ2RE,0,marker_diet_provided,75,9
ZdZ1JQADfkDCtJ_mYibH7g9Qx_XcBdZJQ2RE,0,marker_diet_provided,76,9
ZdZ1JQADfkDCtJ_mYibH7g9Qx_XcBdZJQ2RE,0,marker_diet_provided,77,9
ZdZ1JQADfkDCtJ_mYibH7g9Qx_XcBdZJQ2RE,0,marker_diet_provided,78,9
ZdZ1JQADfkDCtJ_mYibH7g9Qx_XcBdZJQ2RE,0,marker_diet_provided,79,9
ZdZ1JQADfkDCtJ_mYibH7g9Qx_XcBdZJQ2RE,0,marker_diet_provided,80,9
ZdZ1JQADfkDCtJ_mYibH7g9Qx_XcBdZJQ2RE,0,marker_diet_provided,81,10
ZdZ1JQADfkDCtJ_mYibH7g9Qx_XcBdZJQ2RE,0,marker_diet_provided,82,10
ZdZ1JQADfkDCtJ_mYibH7g9Qx_XcBdZJQ2RE,0,marker_diet_provided,83,10
ZdZ1JQADfkDCtJ_mYibH7g9Qx_XcBdZJQ2RE,0,marker_diet_provided,84,10
ZdZ1JQADfkDCtJ_mYibH7g9Qx_XcBdZJQ2RE,0,marker_diet_provided,85,10
ZdZ1JQADfkDCtJ_mYibH7g9Qx_XcBdZJQ2RE,0,marker_diet_provided,86,10
ZdZ1JQADfkDCtJ_mYibH7g9Qx_XcBdZJQ2RE,0,marker_diet_provided,87,10
ZdZ1JQADfkDCtJ_mYibH7g9Qx_XcBdZJQ2RE,0,marker_diet_provided,88,10
ZdZ1JQADfkDCtJ_mYibH7g9Qx_XcBdZJQ2RE,0,marker_diet_provided,89,10
ZdZ1JQADfkDCtJ_mYibH7g9Qx_XcBdZJQ2RE,0,marker_diet_provided,90,10
ZdZ1JQADfkDCtJ_mYibH7g9Qx_XcBdZJQ2RE,0,marker_diet_provided,91,10
ZdZ1JQADfkDCtJ_mYibH7g9Qx_XcBdZJQ2RE,0,marker_diet_provided,92,10
ZdZ1JQADfkDCtJ_mYibH7g9Qx_XcBdZJQ2RE,0,marker_diet_provided,93,10
ZdZ1JQADfkDCtJ_mYibH7g9Qx_XcBdZJQ2RE,0,marker_diet_provided,94,10
ZdZ1JQADfkDCtJ_mYibH7g9Qx_XcBdZJQ2RE,0,marker_diet_provided,95,10
ZdZ1JQADfkDCtJ_mYibH7g9Qx_XcBdZJQ2RE,0,marker_diet_provided,96,11
ZdZ1JQADfkDCtJ_mYibH7g9Qx_XcBdZJQ2RE,0,marker_diet_provided,97,11
ZdZ1JQADfkDCtJ_mYibH7g9Qx_XcBdZJQ2RE,0,marker_diet_provided,98,11
ZdZ1JQADfkDCtJ_mYibH7g9Qx_XcBdZJQ2RE,0,marker_diet_provided,99,11
ZdZ1JQADfkDCtJ_mYibH7g9Qx_XcBdZJQ2RE,0,marker_diet_provided,100,11
ZdZ1JQADfkDCtJ_mYibH7g9Qx_XcBdZJQ2RE,0,marker_diet_provided,101,11
ZdZ1JQADfkDCtJ_mYibH7g9Qx_XcBdZJQ2RE,0,marker_diet_provided,102,11
ZdZ1JQADfkDCtJ_mYibH7g9Qx_XcBdZJQ2RE,0,marker_diet_provided,103,11
ZdZ1JQADfkDCtJ_mYibH7g9Qx_XcBdZJQ2RE,0,marker_diet_provided,104,11
ZdZ1JQADfkDCtJ_mYibH7g9Qx_XcBdZJQ2RE,0,marker_diet_provided,105,11
ZdZ1JQADfkDCtJ_mYibH7g9Qx_XcBdZJQ2RE,0,marker_diet_provided,106,11
ZdZ1JQADfkDCtJ_mYibH7g9Qx_XcBdZJQ2RE,0,marker_diet_provided,107,11
ZdZ1JQADfkDCtJ_mYibH7g9Qx_XcBdZJQ2RE,0,marker_diet_provided,108,11
